...1,Sample,Exp1,Exp2,Mean,Difference,Outlier,Label
5240,3697606,-5.54,-2.64,-4.09,-2.91,FALSE,NA
5240,1032896,-19.3,-23.9,-21.6,4.62,FALSE,NA
5240,3826968,-25.8,-17.1,-21.5,-8.69,FALSE,NA
5240,5063249,-5.35,-7.25,-6.3,1.91,FALSE,NA
5240,1205683,7.96,7.84,7.9,0.12,FALSE,NA
5240,4264636,10.7,8.15,9.43,2.55,FALSE,NA
5240,6621554,-4.81,-3.3,-4.06,-1.51,FALSE,NA
5240,8910454,-17.5,-21.7,-19.6,4.15,FALSE,NA
5240,7449988,-1.87,-9.01,-5.44,7.14,FALSE,NA
5240,4468045,-11.9,-11.2,-11.5,-0.734,FALSE,NA
5240,5531323,0.269,4,2.13,-3.73,FALSE,NA
5250,5441007,-10.7,-5.46,-8.1,-5.29,FALSE,NA
5250,7425450,-18.7,-16.8,-17.8,-1.86,FALSE,NA
5250,4864675,15.7,14.3,15,1.43,FALSE,NA
5250,2243185,-12.8,-11.2,-12,-1.57,FALSE,NA
5250,4129624,-7.94,-7.55,-7.75,-0.392,FALSE,NA
5250,9793552,0.906,1.2,1.06,-0.298,FALSE,NA
5250,8212551,-6.98,-11.7,-9.32,4.68,FALSE,NA
5250,8540978,16.1,20.4,18.2,-4.37,FALSE,NA
5250,2083298,-0.0858,10.2,5.03,-10.2,FALSE,NA
5260,6108489,-14.1,-16.6,-15.4,2.48,FALSE,NA
5260,8443604,-14.8,-11.2,-13,-3.6,FALSE,NA
5260,7633595,0.851,3.78,2.31,-2.93,FALSE,NA
5260,2462736,11.6,13.7,12.6,-2.06,FALSE,NA
5260,9287964,-3.8,-2.33,-3.06,-1.47,FALSE,NA
5260,4589900,11.6,15.3,13.5,-3.71,FALSE,NA
5260,8888575,-4.06,1.59,-1.24,-5.65,FALSE,NA
5260,2628619,23.8,18.4,21.1,5.43,FALSE,NA
5260,4172121,-2.93,-2.06,-2.49,-0.867,FALSE,NA
5260,8182545,-14.9,-18.9,-16.9,3.99,FALSE,NA
5260,4228034,-5.78,-7.04,-6.41,1.26,FALSE,NA
5270,6636332,11.2,7.36,9.26,3.8,FALSE,NA
5270,4452154,-6.69,-3.64,-5.16,-3.05,FALSE,NA
5270,7972670,-16.8,-8.77,-12.8,-8.03,FALSE,NA
5270,6760748,5.59,7.24,6.42,-1.64,FALSE,NA
5270,3356812,-14.5,-15.1,-14.8,0.602,FALSE,NA
5270,4761057,10.5,10.2,10.3,0.32,FALSE,NA
5270,2229319,2.84,-2.27,0.283,5.11,FALSE,NA
5270,8775656,-11.2,-16.6,-13.9,5.44,FALSE,NA
5270,1764409,-9.79,-2.53,-6.16,-7.26,FALSE,NA
5280,6447422,-3.95,-6.38,-5.17,2.44,FALSE,NA
5280,9969591,7.73,5.87,6.8,1.86,FALSE,NA
5280,4528532,-17.3,-15.3,-16.3,-2,FALSE,NA
5280,4334114,13.1,15,14.1,-1.91,FALSE,NA
5280,1615718,-11.5,-19.7,-15.6,8.27,FALSE,NA
5280,9996156,-19.7,-18,-18.8,-1.73,FALSE,NA
5280,2067270,15.4,13.2,14.3,2.16,FALSE,NA
5280,4058655,-14.4,-8.31,-11.3,-6.04,FALSE,NA
5280,4957751,-6.19,3.09,-1.55,-9.28,FALSE,NA
5280,8856094,-0.238,-4.67,-2.45,4.43,FALSE,NA
5280,2789126,-15.3,-15.9,-15.6,0.588,FALSE,NA
5290,4110983,-1.64,-3.63,-2.64,2,FALSE,NA
5290,2833418,2.98,2.58,2.78,0.402,FALSE,NA
5290,3203611,1.44,-8.83,-3.69,10.3,FALSE,NA
5290,1101635,17.8,17.7,17.7,0.114,FALSE,NA
5290,6064543,-19.4,-23.6,-21.5,4.13,FALSE,NA
5290,1709144,0.0993,2.55,1.33,-2.45,FALSE,NA
5290,5367304,-1.74,-0.851,-1.3,-0.89,FALSE,NA
5290,7051828,-0.522,6.5,2.99,-7.02,FALSE,NA
5290,1095638,15.8,13.4,14.6,2.4,FALSE,NA
5300,9421844,16.7,17.3,17,-0.598,FALSE,NA
5300,4971517,7.02,13.3,10.1,-6.24,FALSE,NA
5300,5158086,-16.3,-14.9,-15.6,-1.37,FALSE,NA
5300,9296801,-14.2,-1.68,-7.96,-12.6,TRUE,9296801
5300,2207248,-26.2,-15.9,-21.1,-10.3,FALSE,NA
5300,9414058,-18.9,-12.2,-15.5,-6.68,FALSE,NA
5300,1566564,3.86,9.57,6.71,-5.72,FALSE,NA
5300,7884785,-24.2,-14.5,-19.4,-9.65,FALSE,NA
5300,6277631,10.5,13.8,12.2,-3.25,FALSE,NA
5300,4525768,-14,-24.7,-19.4,10.7,FALSE,NA
5300,6027742,1.77,0.778,1.27,0.99,FALSE,NA
5310,9089331,-3.2,-0.673,-1.94,-2.53,FALSE,NA
5310,7253191,-14.8,-16.2,-15.5,1.43,FALSE,NA
5310,8525582,-4.45,-3.6,-4.03,-0.842,FALSE,NA
5310,6099938,-14.5,-13.9,-14.2,-0.574,FALSE,NA
5310,7841291,9.89,8.39,9.14,1.51,FALSE,NA
5310,2993217,20.8,18.7,19.7,2.06,FALSE,NA
5310,4760792,15.9,14.6,15.3,1.36,FALSE,NA
5310,8714161,-15.4,-18.7,-17.1,3.26,FALSE,NA
5310,3108560,18.6,14.3,16.4,4.33,FALSE,NA
5320,5885495,1.73,5.06,3.39,-3.33,FALSE,NA
5320,8956601,10.1,18.3,14.2,-8.2,FALSE,NA
5320,1167672,18.8,18.4,18.6,0.389,FALSE,NA
5320,9411991,-12.4,-17.7,-15,5.3,FALSE,NA
5320,5635653,-15.8,-20,-17.9,4.15,FALSE,NA
5320,1696785,-15.5,-16.4,-16,0.891,FALSE,NA
5320,5315663,-11.5,-9.04,-10.3,-2.42,FALSE,NA
5320,6774731,-16.7,-23.2,-20,6.48,FALSE,NA
5320,9558352,17.7,13.9,15.8,3.81,FALSE,NA
5320,5500693,12.6,15.7,14.2,-3.1,FALSE,NA
5320,8572996,18.4,8.48,13.5,9.96,FALSE,NA
5330,4285978,11.2,8.6,9.92,2.64,FALSE,NA
5330,6392086,2.32,-1.21,0.558,3.53,FALSE,NA
5330,6146992,10.4,15.3,12.9,-4.94,FALSE,NA
5330,4580523,-6.51,-17.8,-12.2,11.3,FALSE,NA
5330,2140536,9.64,20.4,15,-10.8,FALSE,NA
5330,7156320,6.28,12.7,9.48,-6.41,FALSE,NA
5330,6832747,15.1,17.4,16.3,-2.25,FALSE,NA
5330,1558412,5.34,8.97,7.15,-3.63,FALSE,NA
5330,2982753,-14.1,-15,-14.6,0.895,FALSE,NA
5340,6609321,-21.1,-16.1,-18.6,-5,FALSE,NA
5340,8633076,9.85,7.35,8.6,2.5,FALSE,NA
5340,2153642,20.4,9.9,15.2,10.5,FALSE,NA
5340,3756752,10.7,15.5,13.1,-4.78,FALSE,NA
5340,7382735,2.09,-0.017,1.03,2.1,FALSE,NA
5340,3949474,-9.4,-11.2,-10.3,1.78,FALSE,NA
5340,3780207,1.91,2.09,2,-0.179,FALSE,NA
5340,7753352,-20.1,-10.3,-15.2,-9.78,FALSE,NA
5340,4302076,-18.9,-11.1,-15,-7.86,FALSE,NA
5340,1061897,3.28,-3.98,-0.352,7.27,FALSE,NA
5340,5318626,-10.1,-10.1,-10.1,0.00988,FALSE,NA
5350,8962745,12.5,13.1,12.8,-0.603,FALSE,NA
5350,9613054,16.6,17.9,17.2,-1.31,FALSE,NA
5350,8122892,-10.6,-13.9,-12.3,3.27,FALSE,NA
5350,1331611,-5.16,3.04,-1.06,-8.2,FALSE,NA
5350,5536267,-16.7,-21.4,-19,4.7,FALSE,NA
5350,3180087,-6.19,-0.0146,-3.1,-6.18,FALSE,NA
5350,6275743,4.98,14.5,9.75,-9.54,FALSE,NA
5350,2756009,-1.45,-1.62,-1.54,0.172,FALSE,NA
5350,6908030,-23,-12.8,-17.9,-10.2,FALSE,NA
5360,8722815,-5.1,-2.51,-3.81,-2.59,FALSE,NA
5360,5380949,-11.4,-10.4,-10.9,-1.1,FALSE,NA
5360,8302455,-6.21,-9.13,-7.67,2.92,FALSE,NA
5360,3464804,4.69,-0.749,1.97,5.44,FALSE,NA
5360,8460042,-5.47,-8.17,-6.82,2.69,FALSE,NA
5360,4453560,-10.5,-12.2,-11.3,1.65,FALSE,NA
5360,6318667,-1.25,-1.82,-1.54,0.571,FALSE,NA
5360,2807866,4.7,3.27,3.99,1.42,FALSE,NA
5360,7246136,-11.2,-13.4,-12.3,2.12,FALSE,NA
5360,3454802,1.19,3.74,2.46,-2.55,FALSE,NA
5360,2013530,-14.2,-10.8,-12.5,-3.4,FALSE,NA
5370,2190760,-5.96,-11.2,-8.6,5.28,FALSE,NA
5370,2973034,2.6,6.16,4.38,-3.56,FALSE,NA
5370,7663094,11.8,13,12.4,-1.2,FALSE,NA
5370,5735714,-2.12,-1.82,-1.97,-0.301,FALSE,NA
5370,4914105,17.7,9.93,13.8,7.74,FALSE,NA
5370,1225093,-18,-8.76,-13.4,-9.23,FALSE,NA
5370,6388570,-12.6,-12.3,-12.5,-0.216,FALSE,NA
5370,4304945,-17.9,-17,-17.5,-0.907,FALSE,NA
5370,6467895,6.56,4.29,5.42,2.28,FALSE,NA
5380,2464242,-8.31,-16.5,-12.4,8.17,FALSE,NA
5380,6041156,-8.88,-12.3,-10.6,3.38,FALSE,NA
5380,4270281,-5.61,-4.47,-5.04,-1.14,FALSE,NA
5380,9624085,5.38,7.38,6.38,-1.99,FALSE,NA
5380,3661926,5.99,6.57,6.28,-0.584,FALSE,NA
5380,4919369,-12,-13.8,-12.9,1.85,FALSE,NA
5380,5453987,16.1,16,16.1,0.0573,FALSE,NA
5380,7067382,-8.87,-8.13,-8.5,-0.737,FALSE,NA
5380,1227950,-0.0111,2.87,1.43,-2.88,FALSE,NA
5380,1222658,6.38,16.9,11.7,-10.6,FALSE,NA
5380,8836450,-11.7,-9.71,-10.7,-2.03,FALSE,NA
5390,2826219,-13.7,-11,-12.4,-2.68,FALSE,NA
5390,4220721,3.48,9.17,6.32,-5.68,FALSE,NA
5390,1342098,-12,-4.8,-8.4,-7.2,FALSE,NA
5390,6307817,-0.573,2.98,1.2,-3.55,FALSE,NA
5390,4131780,-16.5,-11.9,-14.2,-4.64,FALSE,NA
5390,1587835,-19.1,-23.7,-21.4,4.53,FALSE,NA
5390,6921285,5.31,10.6,7.97,-5.32,FALSE,NA
5390,7714652,-2.23,-0.7,-1.47,-1.53,FALSE,NA
5390,7320713,-8.11,-13.6,-10.9,5.52,FALSE,NA
5400,1902318,-8.55,-11.3,-9.92,2.73,FALSE,NA
5400,2185969,-12.2,-10.2,-11.2,-1.93,FALSE,NA
5400,5764698,-16.7,-8.82,-12.8,-7.9,FALSE,NA
5400,7000926,5.37,-5.25,0.0608,10.6,FALSE,NA
5400,2249546,1.12,-0.771,0.176,1.89,FALSE,NA
5400,5429681,-20.1,-15.5,-17.8,-4.66,FALSE,NA
5400,3575578,7.62,7.59,7.6,0.0272,FALSE,NA
5400,2667900,2.22,-6.49,-2.13,8.7,FALSE,NA
5400,3782519,1.52,3.3,2.41,-1.77,FALSE,NA
5400,1689563,-7.62,-20.3,-14,12.7,TRUE,1689563
5400,6084583,-15.7,-16.9,-16.3,1.22,FALSE,NA
5410,8238238,-1.75,-6.92,-4.34,5.16,FALSE,NA
5410,6102966,17.7,13.8,15.8,3.93,FALSE,NA
5410,4708525,9.82,7.2,8.51,2.62,FALSE,NA
5410,2284018,15.4,9.95,12.7,5.44,FALSE,NA
5410,7248333,-0.446,-4.51,-2.48,4.06,FALSE,NA
5410,7916165,2.12,6.02,4.07,-3.89,FALSE,NA
5410,7273829,-2.04,-6.39,-4.21,4.35,FALSE,NA
5410,8702618,-13.1,-16.6,-14.8,3.48,FALSE,NA
5410,7871381,-2.57,-4.14,-3.35,1.57,FALSE,NA
5420,9483980,-13.8,-14.7,-14.3,0.972,FALSE,NA
5420,6155129,-0.105,1.63,0.765,-1.74,FALSE,NA
5420,6267191,-9.19,-8.04,-8.62,-1.15,FALSE,NA
5420,8893932,2.92,-3.55,-0.314,6.47,FALSE,NA
5420,6753248,20.4,15.8,18.1,4.58,FALSE,NA
5420,5381154,14.7,11.3,13,3.4,FALSE,NA
5420,2050659,-11.3,-7.99,-9.66,-3.34,FALSE,NA
5420,2880351,5.52,7.1,6.31,-1.58,FALSE,NA
5420,5120585,-13.6,-22.4,-18,8.75,FALSE,NA
5420,9198083,6.12,7.61,6.86,-1.49,FALSE,NA
5420,2564541,6.14,2.69,4.42,3.44,FALSE,NA
5430,8173979,7.66,15.6,11.6,-7.91,FALSE,NA
5430,8081423,-4.66,-6.66,-5.66,2.01,FALSE,NA
5430,2189485,16.7,17.7,17.2,-0.999,FALSE,NA
5430,7968692,7.82,7.47,7.65,0.349,FALSE,NA
5430,7860043,11.6,11.5,11.5,0.0775,FALSE,NA
5430,3967054,18.3,14.9,16.6,3.39,FALSE,NA
5430,9024575,16.7,18.6,17.7,-1.84,FALSE,NA
5430,3753191,-11.2,-18.4,-14.8,7.18,FALSE,NA
5430,1547475,-8.05,-12.6,-10.3,4.58,FALSE,NA
5440,3874411,-3.06,1.01,-1.02,-4.06,FALSE,NA
5440,5613036,4.5,7.97,6.23,-3.47,FALSE,NA
5440,1969218,1.86,0.844,1.35,1.02,FALSE,NA
5440,7360337,19.7,10.9,15.3,8.86,FALSE,NA
5440,5381489,0.781,6.12,3.45,-5.33,FALSE,NA
5440,2288067,15.4,15.7,15.6,-0.31,FALSE,NA
5440,4182084,12.4,11,11.7,1.36,FALSE,NA
5440,3860574,3.48,8.09,5.78,-4.61,FALSE,NA
5440,3108916,-7.93,-11.2,-9.57,3.28,FALSE,NA
5440,4455503,4.9,7.7,6.3,-2.81,FALSE,NA
5440,9495204,13.8,13.7,13.7,0.1,FALSE,NA
5450,3975750,9.13,13.3,11.2,-4.13,FALSE,NA
5450,5525824,4.02,-0.561,1.73,4.58,FALSE,NA
5450,9726196,19.8,10.4,15.1,9.39,FALSE,NA
5450,5168201,-10,-11.5,-10.7,1.47,FALSE,NA
5450,5840619,-22.8,-15.3,-19.1,-7.53,FALSE,NA
5450,4296857,6.19,5.04,5.61,1.15,FALSE,NA
5450,5359918,6.14,8.4,7.27,-2.26,FALSE,NA
5450,2629744,-14.1,-17.4,-15.7,3.22,FALSE,NA
5450,5628161,9.74,20.2,15,-10.5,FALSE,NA
5460,8751092,5.48,12.7,9.1,-7.24,FALSE,NA
5460,4089759,0.741,8.84,4.79,-8.1,FALSE,NA
5460,5316736,-9.14,-5.03,-7.08,-4.11,FALSE,NA
5460,6711905,5.96,9.51,7.73,-3.56,FALSE,NA
5460,8836942,15.3,10.2,12.7,5.13,FALSE,NA
5460,6257309,-5.6,-2.78,-4.19,-2.81,FALSE,NA
5460,1807517,4.48,7.63,6.05,-3.15,FALSE,NA
5460,6296813,-0.562,8.57,4,-9.13,FALSE,NA
5460,9521876,-8.83,-15,-11.9,6.18,FALSE,NA
5460,7596925,4.18,7.42,5.8,-3.24,FALSE,NA
5460,1788163,2.34,-4.23,-0.945,6.57,FALSE,NA
5470,3162089,-17.8,-11.1,-14.4,-6.74,FALSE,NA
5470,4898180,-10.3,-14.6,-12.5,4.23,FALSE,NA
5470,1259065,-4.3,-11.8,-8.05,7.5,FALSE,NA
5470,1950626,-3.77,-13.2,-8.48,9.41,FALSE,NA
5470,3234160,-10.9,-13.5,-12.2,2.64,FALSE,NA
5470,7332316,-20,-18.6,-19.3,-1.41,FALSE,NA
5470,8373547,12.4,17.6,15,-5.19,FALSE,NA
5470,5975197,-9.95,-16.1,-13,6.14,FALSE,NA
5470,8825337,-27.5,-17.5,-22.5,-9.96,FALSE,NA
5480,9060511,-1.26,-1.81,-1.54,0.555,FALSE,NA
5480,9902047,-7.23,-9.91,-8.57,2.68,FALSE,NA
5480,2013040,8.57,14.2,11.4,-5.62,FALSE,NA
5480,8107874,-1.01,-1.45,-1.23,0.444,FALSE,NA
5480,4753685,-4.42,-1.66,-3.04,-2.76,FALSE,NA
5480,6651989,11.7,13.3,12.5,-1.59,FALSE,NA
5480,1723678,6.25,4.5,5.38,1.76,FALSE,NA
5480,2638908,-1.96,2.66,0.351,-4.62,FALSE,NA
5480,3303254,-12.6,-9.04,-10.8,-3.61,FALSE,NA
5480,2240334,5.83,-1.86,1.98,7.68,FALSE,NA
5480,7085776,18.9,7.25,13.1,11.6,FALSE,NA
5490,3550765,1.05,0.93,0.99,0.12,FALSE,NA
5490,3403322,-15.5,-17.7,-16.6,2.13,FALSE,NA
5490,8479993,-20.5,-16.4,-18.5,-4.09,FALSE,NA
5490,9523925,6.35,-2.65,1.85,9,FALSE,NA
5490,3156839,3.34,-2.15,0.596,5.49,FALSE,NA
5490,9189322,-18.9,-6.64,-12.8,-12.3,TRUE,9189322
5490,6700983,20.5,15.3,17.9,5.22,FALSE,NA
5490,4593231,-12.3,-7.92,-10.1,-4.37,FALSE,NA
5490,1614982,23.2,19.7,21.4,3.5,FALSE,NA
5500,2799188,-10.9,-5.41,-8.18,-5.53,FALSE,NA
5500,6730337,-3.87,-3.95,-3.91,0.086,FALSE,NA
5500,9257043,11.2,19.4,15.3,-8.21,FALSE,NA
5500,5472530,8.02,4.76,6.39,3.27,FALSE,NA
5500,9687147,11.6,14.5,13.1,-2.93,FALSE,NA
5500,3395342,2.06,2.84,2.45,-0.777,FALSE,NA
5500,8803616,5.71,3.52,4.61,2.18,FALSE,NA
5500,5719131,-7.74,-6.71,-7.22,-1.03,FALSE,NA
5500,4596830,-8.14,-9.3,-8.72,1.16,FALSE,NA
5500,7534899,-3.5,-7.01,-5.26,3.51,FALSE,NA
5500,5113219,-13.5,-15.9,-14.7,2.3,FALSE,NA
5510,4822873,-24.8,-18.4,-21.6,-6.43,FALSE,NA
5510,7539866,16.6,8.77,12.7,7.84,FALSE,NA
5510,9119874,-5.22,-0.711,-2.97,-4.51,FALSE,NA
5510,8221069,7.9,7,7.45,0.897,FALSE,NA
5510,5224953,10.4,12,11.2,-1.61,FALSE,NA
5510,1026313,11,14.1,12.6,-3.12,FALSE,NA
5510,4429177,-12,-10.6,-11.3,-1.47,FALSE,NA
5510,3572769,1.09,-0.865,0.112,1.95,FALSE,NA
5510,8424413,0.533,2.99,1.76,-2.46,FALSE,NA
5520,5490626,21.3,20.4,20.8,0.907,FALSE,NA
5520,4493398,10.8,7.45,9.12,3.32,FALSE,NA
5520,8404766,-18.1,-17.7,-17.9,-0.446,FALSE,NA
5520,5850395,6.35,-1.6,2.37,7.95,FALSE,NA
5520,7125345,17.4,14.8,16.1,2.67,FALSE,NA
5520,2264525,13.1,20.3,16.7,-7.13,FALSE,NA
5520,3448554,-8.77,-6.68,-7.72,-2.1,FALSE,NA
5520,2815873,-5.16,-4.55,-4.86,-0.607,FALSE,NA
5520,7788053,-3.02,-4.17,-3.59,1.15,FALSE,NA
5520,7309176,1.24,1.07,1.16,0.173,FALSE,NA
5520,6398259,19.3,18.1,18.7,1.18,FALSE,NA
5530,9768319,-0.535,4.78,2.12,-5.32,FALSE,NA
5530,2520357,-1.49,-8.77,-5.13,7.28,FALSE,NA
5530,1676316,6.99,8.95,7.97,-1.96,FALSE,NA
5530,1902757,-15.9,-10.8,-13.4,-5.1,FALSE,NA
5530,8100948,-0.836,1.36,0.26,-2.19,FALSE,NA
5530,1218638,14.5,11.4,13,3.14,FALSE,NA
5530,8976016,-9.05,-5.69,-7.37,-3.36,FALSE,NA
5530,4259367,14.9,7.36,11.1,7.54,FALSE,NA
5530,7246338,21,17.5,19.3,3.54,FALSE,NA
5540,4188493,9.38,5.28,7.33,4.1,FALSE,NA
5540,7935686,-3.64,9.91,3.13,-13.6,TRUE,7935686
5540,8418295,-4.72,2.23,-1.24,-6.95,FALSE,NA
5540,4401260,-22.6,-16.4,-19.5,-6.19,FALSE,NA
5540,9943699,6.78,4.42,5.6,2.36,FALSE,NA
5540,6977852,1.24,-1.27,-0.0178,2.51,FALSE,NA
5540,8204750,-16.7,-13.1,-14.9,-3.59,FALSE,NA
5540,7209403,8.19,1.79,4.99,6.41,FALSE,NA
5540,5310666,7.88,12,9.94,-4.12,FALSE,NA
5540,6954340,3.43,5.65,4.54,-2.21,FALSE,NA
5540,9772204,-13.4,-12.9,-13.2,-0.51,FALSE,NA
5550,3732925,10.3,8.66,9.46,1.59,FALSE,NA
5550,4100442,-16.3,-8.95,-12.6,-7.37,FALSE,NA
5550,9969348,-2.38,-0.491,-1.43,-1.89,FALSE,NA
5550,7827759,-2.11,-11.2,-6.64,9.06,FALSE,NA
5550,4629398,-14.3,-20.6,-17.5,6.22,FALSE,NA
5550,9722348,-3,-2.07,-2.53,-0.927,FALSE,NA
5550,8193624,0.0331,1.9,0.965,-1.86,FALSE,NA
5550,9609979,-9.03,-8.24,-8.64,-0.786,FALSE,NA
5550,7170171,-7.04,-8.02,-7.53,0.982,FALSE,NA
5560,4108267,-17.4,-8.08,-12.7,-9.33,FALSE,NA
5560,6894745,-7.64,-9.67,-8.65,2.03,FALSE,NA
5560,3463036,-7.44,-6.31,-6.87,-1.13,FALSE,NA
5560,7940376,-6.09,-4.28,-5.19,-1.81,FALSE,NA
5560,3796195,-8.29,-17.9,-13.1,9.63,FALSE,NA
5560,9444798,10.1,7.87,8.97,2.2,FALSE,NA
5560,9060821,16.3,13.1,14.7,3.24,FALSE,NA
5560,6515547,11.8,14.3,13.1,-2.56,FALSE,NA
5560,6055426,-3.83,2.48,-0.678,-6.31,FALSE,NA
5560,5142687,9.96,4.5,7.23,5.46,FALSE,NA
5560,2083942,5.58,12.5,9.06,-6.96,FALSE,NA
5570,7383111,0.766,15.7,8.23,-14.9,TRUE,7383111
5570,4717837,13.1,14.7,13.9,-1.6,FALSE,NA
5570,6933401,15.3,11.4,13.4,3.96,FALSE,NA
5570,7713151,-11.4,-11.8,-11.6,0.397,FALSE,NA
5570,4298466,13.3,17.2,15.2,-3.89,FALSE,NA
5570,8492089,17,18,17.5,-0.979,FALSE,NA
5570,4883957,-8.19,-11.2,-9.69,3.01,FALSE,NA
5570,7704077,23.6,22.2,22.9,1.42,FALSE,NA
5570,1036401,-11.8,-11.8,-11.8,0.0215,FALSE,NA
5580,6651025,-3.17,-4.92,-4.04,1.75,FALSE,NA
5580,2945424,-6.11,-15.3,-10.7,9.15,FALSE,NA
5580,4475476,-6.25,-13.2,-9.72,6.93,FALSE,NA
5580,2173668,-5.32,-5.43,-5.38,0.102,FALSE,NA
5580,3054528,6.4,5.46,5.93,0.935,FALSE,NA
5580,9736213,-9.7,-17.2,-13.4,7.46,FALSE,NA
5580,2238745,-1.93,-12,-6.94,10,FALSE,NA
5580,8929159,-16.8,-13.9,-15.3,-2.86,FALSE,NA
5580,1637299,6.57,4.05,5.31,2.52,FALSE,NA
5580,8584235,-14.9,-16,-15.4,1.06,FALSE,NA
5580,9585572,-6.23,4.31,-0.963,-10.5,FALSE,NA
5590,1319661,16.1,23,19.5,-6.84,FALSE,NA
5590,6983456,5.7,-2.84,1.43,8.54,FALSE,NA
5590,8956967,12.7,13.3,13,-0.614,FALSE,NA
5590,1252489,-16.9,-19.7,-18.3,2.79,FALSE,NA
5590,5765816,1.19,8.22,4.7,-7.03,FALSE,NA
5590,7974278,12.1,17.1,14.6,-5.05,FALSE,NA
5590,1841669,-6.66,-12.9,-9.79,6.25,FALSE,NA
5590,2241933,23.4,21.4,22.4,1.98,FALSE,NA
5590,8502764,18.7,20.3,19.5,-1.64,FALSE,NA
5600,9975626,19.1,20.2,19.7,-1.14,FALSE,NA
5600,8218695,-16.9,-15.1,-16,-1.76,FALSE,NA
5600,6837860,-12.1,-13.4,-12.8,1.32,FALSE,NA
5600,7769571,-3.27,9.15,2.94,-12.4,TRUE,7769571
5600,1780977,25.5,19.2,22.3,6.33,FALSE,NA
5600,2449599,1.09,-5.43,-2.17,6.52,FALSE,NA
5600,7106422,18.7,16,17.4,2.65,FALSE,NA
5600,6935887,5.91,6.16,6.04,-0.25,FALSE,NA
5600,9847868,18.4,17.3,17.8,1.09,FALSE,NA
5600,7693643,11.3,13.8,12.6,-2.54,FALSE,NA
5600,8434105,10.2,6.22,8.2,3.97,FALSE,NA
5610,8679997,14.5,16.8,15.7,-2.28,FALSE,NA
5610,9820593,-8.38,-7.67,-8.02,-0.711,FALSE,NA
5610,9730253,-5.52,-11.4,-8.46,5.88,FALSE,NA
5610,6906140,7.76,17.5,12.7,-9.79,FALSE,NA
5610,1654359,11.3,9.38,10.3,1.9,FALSE,NA
5610,3495676,-1.45,-0.0206,-0.733,-1.42,FALSE,NA
5610,5240031,-2.97,-5,-3.99,2.02,FALSE,NA
5610,2530455,19,12.5,15.8,6.45,FALSE,NA
5610,2582532,-13.5,-13.7,-13.6,0.174,FALSE,NA
5620,6390290,9.84,8.25,9.05,1.59,FALSE,NA
5620,1400149,2.54,-1.21,0.665,3.75,FALSE,NA
5620,1362899,-5.61,-3.08,-4.34,-2.53,FALSE,NA
5620,4527615,-15.9,-19.6,-17.8,3.79,FALSE,NA
5620,9920746,-15.6,-14.5,-15,-1.17,FALSE,NA
5620,1427572,-7.28,-14.8,-11,7.48,FALSE,NA
5620,7958538,9.55,-0.842,4.36,10.4,FALSE,NA
5620,7102877,-6.79,-12.4,-9.59,5.59,FALSE,NA
5620,5481960,14.2,10.2,12.2,4.03,FALSE,NA
5620,5537807,-15.5,-18.2,-16.8,2.69,FALSE,NA
5620,9602711,3.32,1.49,2.4,1.83,FALSE,NA
5630,1006896,4.97,6.04,5.5,-1.07,FALSE,NA
5630,5431708,5.6,10.7,8.14,-5.1,FALSE,NA
5630,4575200,-0.83,-16.3,-8.59,15.5,TRUE,4575200
5630,8988135,0.266,-5.85,-2.79,6.12,FALSE,NA
5630,5280512,18.9,20.2,19.5,-1.28,FALSE,NA
5630,6961741,1.39,4.13,2.76,-2.74,FALSE,NA
5630,9649267,-9.28,-1.95,-5.62,-7.33,FALSE,NA
5630,2818172,-2.59,-7.09,-4.84,4.5,FALSE,NA
5630,6285420,19.9,15.2,17.6,4.68,FALSE,NA
5640,5120135,17.1,19.5,18.3,-2.35,FALSE,NA
5640,9699793,-16.4,-14.1,-15.3,-2.26,FALSE,NA
5640,6168009,-9.08,-15.6,-12.3,6.5,FALSE,NA
5640,3508212,15.3,12,13.7,3.29,FALSE,NA
5640,4358651,-6.46,-2.57,-4.51,-3.88,FALSE,NA
5640,4164026,13.8,12.6,13.2,1.17,FALSE,NA
5640,4025131,-0.788,-6.22,-3.5,5.43,FALSE,NA
5640,9943208,10.1,7.79,8.95,2.32,FALSE,NA
5640,4380581,4.27,6.53,5.4,-2.26,FALSE,NA
5640,8533416,-7.12,-14,-10.5,6.84,FALSE,NA
5640,1749207,4.08,-0.535,1.77,4.61,FALSE,NA
5650,2227524,-3.07,0.392,-1.34,-3.46,FALSE,NA
5650,3935563,0.182,-4.34,-2.08,4.52,FALSE,NA
5650,2236065,14.1,4.59,9.33,9.47,FALSE,NA
5650,8271388,6.83,13.3,10.1,-6.46,FALSE,NA
5650,2258276,-20.1,-21.2,-20.6,1.18,FALSE,NA
5650,1492338,-4.83,-5.35,-5.09,0.52,FALSE,NA
5650,1593796,-15,-14.6,-14.8,-0.404,FALSE,NA
5650,6401843,8.74,6.55,7.65,2.2,FALSE,NA
5650,6279409,-12.2,-9.94,-11,-2.22,FALSE,NA
5660,9918317,0.604,-3.02,-1.21,3.63,FALSE,NA
5660,2206272,7.35,10.5,8.94,-3.16,FALSE,NA
5660,2478195,3.15,7.69,5.42,-4.54,FALSE,NA
5660,4285584,10.5,8.33,9.4,2.13,FALSE,NA
5660,6809032,4.79,1.41,3.1,3.38,FALSE,NA
5660,4859683,20.4,17.9,19.2,2.47,FALSE,NA
